Estacao;DataHora;TempBulboSeco;TempBulboUmido;UmidadeRelativa;PressaoAtmEstacao;DirecaoVento;VelocidadeVento;Nebulosidade;
83587;03/03/2005 00:00;18.4;17.8;93;913.5;9;1;10;
83587;03/03/2005 12:00;18.6;17.5;87;914;14;2.5;10;
83587;03/03/2005 18:00;19.3;18.8;93;912.9;9;1.5;10;
83587;04/03/2005 00:00;18.5;18.4;98;914.1;27;0.1;10;
83587;04/03/2005 12:00;20.3;19;88;913.6;9;2;10;
83587;04/03/2005 18:00;19.7;19.4;95;912.4;14;0.1;10;
83587;05/03/2005 00:00;18.5;18;94;913.4;9;1.5;10;
83587;05/03/2005 12:00;19.2;18.8;95;914.5;9;0.5;10;
83587;05/03/2005 18:00;23.1;21.5;85;911.7;0;0;7;
83587;06/03/2005 00:00;20.5;19.6;90;913.1;9;1;6;
83587;06/03/2005 12:00;24.3;20.8;72;913.3;9;0.8;4;
83587;06/03/2005 18:00;27.2;21.8;61;910.3;32;0.3;6;
83587;07/03/2005 00:00;22.9;20.8;82;912.4;9;0.7;3;
83587;07/03/2005 12:00;23.7;20.2;71;912.6;14;3;4;
83587;07/03/2005 18:00;29.7;21;44;911.4;23;1.1;5;
83587;08/03/2005 00:00;22.4;20.6;84;912.4;14;1.1;10;
83587;08/03/2005 12:00;25;21.2;69;913.9;5;1.3;7;
83587;08/03/2005 18:00;27.5;22.8;65;910.3;14;2.1;8;
83587;09/03/2005 00:00;23.9;20.8;75;911.9;9;2;10;
83587;09/03/2005 12:00;25.6;23.2;79;912.6;14;0.7;4;
83587;09/03/2005 18:00;27.6;22.8;65;909;14;1.3;8;
83587;10/03/2005 00:00;23.1;21.1;82;910;5;0.5;4;
83587;10/03/2005 12:00;25.5;22;71;912.1;14;1;8;
83587;10/03/2005 18:00;25.5;22.2;72;910.1;5;1.8;9;
83587;11/03/2005 00:00;22.5;20.8;83;911.5;5;0.5;8;
83587;11/03/2005 12:00;22.7;21.1;85;913.5;27;1.5;10;
83587;11/03/2005 18:00;28;23.5;66;910.2;32;1.1;8;
83587;12/03/2005 00:00;22.1;21;88;912.2;5;1.1;7;
83587;12/03/2005 12:00;25.7;23.2;79;911.5;36;1.3;2;
83587;12/03/2005 18:00;30.1;23.1;53;908.7;14;0.5;5;
83587;13/03/2005 00:00;25.2;21.6;71;910.7;9;0.3;2;
83587;13/03/2005 12:00;25.1;20.6;64;911.6;9;2.5;1;
83587;13/03/2005 18:00;30.5;22.5;49;908.2;32;1.1;5;
83587;14/03/2005 00:00;25.3;21.2;68;909.4;9;1.5;0;
83587;14/03/2005 12:00;24.3;21;73;911.6;9;2;5;
83587;14/03/2005 18:00;29.3;23.1;56;907.5;32;1.6;6;
83587;15/03/2005 00:00;25.1;21.8;73;908.8;14;1.3;4;
83587;15/03/2005 12:00;22.9;21.4;87;911.1;27;1.3;10;
83587;15/03/2005 18:00;28;23.2;64;908.5;27;1;8;
83587;16/03/2005 00:00;22.2;20.6;85;910.8;9;0.7;7;
83587;16/03/2005 12:00;22.5;20.7;82;914.1;32;0.8;10;
83587;16/03/2005 18:00;28.9;22.8;58;911.1;23;0.7;5;
83587;17/03/2005 00:00;22.2;20.6;85;913;5;0.1;8;
83587;17/03/2005 12:00;25.1;21.4;70;913;9;1.3;7;
83587;17/03/2005 18:00;27.5;22.7;64;909.5;5;1.5;8;
83587;18/03/2005 00:00;21.7;20.4;87;912;14;1.3;5;
83587;18/03/2005 12:00;24.5;21.6;75;912.7;14;1.6;10;
83587;18/03/2005 18:00;27.3;23.5;70;909.4;23;0.8;10;
83587;19/03/2005 00:00;20.5;19.5;89;911.5;18;0.3;6;
83587;19/03/2005 12:00;23.3;20.8;79;912.4;5;0.3;10;
83587;19/03/2005 18:00;26.2;23;74;909.1;32;1.8;8;
83587;20/03/2005 00:00;23.3;21.8;87;911;5;0.3;5;
83587;20/03/2005 12:00;20;19.6;94;913.7;9;1.5;10;
83587;20/03/2005 18:00;25.2;21.6;71;910.6;32;1;9;
83587;21/03/2005 00:00;22.7;20.7;82;913.1;18;0.3;7;
83587;21/03/2005 12:00;24.2;21.6;78;914.3;9;1.6;8;
83587;21/03/2005 18:00;26;22.8;76;911.5;5;1;9;
83587;22/03/2005 00:00;23.7;21.4;80;913.1;14;1.3;6;
83587;22/03/2005 12:00;24.3;21;73;914.6;14;2.3;4;
83587;22/03/2005 18:00;28;22.8;62;911.8;5;1.3;6;
83587;23/03/2005 00:00;23.9;21.2;78;914.4;9;2.1;3;
83587;23/03/2005 12:00;24.5;21.4;74;916.3;9;2.5;4;
83587;23/03/2005 18:00;28.7;22.8;58;913.2;14;1.3;6;
83587;24/03/2005 00:00;23.9;21.4;80;914.3;9;2;0;
83587;24/03/2005 12:00;25.7;22.6;75;915.2;9;1.3;3;
83587;24/03/2005 18:00;30.5;23.8;56;912.4;27;2.3;7;
83587;25/03/2005 00:00;24.6;23;85;913.6;18;0.5;5;
83587;25/03/2005 12:00;23.5;21;78;914;14;3.6;8;
83587;25/03/2005 18:00;23.7;21.6;82;912.2;5;1;9;
83587;26/03/2005 00:00;21.1;20;90;912.7;18;0.7;10;
83587;26/03/2005 12:00;23.1;20.4;76;913.3;14;1.8;5;
83587;26/03/2005 18:00;24.4;21.4;76;910.7;14;2;5;
83587;27/03/2005 00:00;20.8;19.4;85;911.9;9;1.1;2;
83587;27/03/2005 12:00;22.1;19.7;78;913.3;14;1.3;7;
83587;27/03/2005 18:00;21;20.4;93;911.6;14;2;9;
83587;28/03/2005 00:00;21.7;20.4;87;912.3;9;0.7;6;
83587;28/03/2005 12:00;22.1;19.2;74;913.3;14;2.8;6;
83587;28/03/2005 18:00;25.7;20.4;60;910.4;14;2;8;
83587;29/03/2005 00:00;21.4;19.3;81;911.4;14;2.3;0;
83587;29/03/2005 12:00;22.1;19.4;75;913.1;9;2.6;7;
83587;29/03/2005 18:00;24.5;20.2;65;911.7;14;1.6;5;
83587;30/03/2005 00:00;22.3;19.2;73;913.2;14;2;0;
83587;30/03/2005 12:00;23.5;19.9;69;914.6;5;2.3;2;
83587;30/03/2005 18:00;28.1;22.2;58;911.9;23;1;5;
83587;31/03/2005 00:00;22.1;20.1;81;912.8;18;1.3;0;
83587;31/03/2005 12:00;23.3;20.5;76;914.6;14;2.8;8;
83587;31/03/2005 18:00;27.7;22.2;61;911.9;5;1.8;6;
83587;01/04/2005 00:00;22.9;19.8;74;912.8;9;1.5;0;
83587;01/04/2005 12:00;23.6;20.2;71;915.4;14;3.1;3;
83587;01/04/2005 18:00;27.3;22.1;61;913;5;2.8;7;
83587;02/04/2005 00:00;22.9;20.4;79;913.8;5;3.6;0;
83587;02/04/2005 12:00;23.4;20.6;77;916.2;9;0.8;7;
83587;02/04/2005 18:00;26.4;22.6;71;913.8;14;0.7;6;
83587;03/04/2005 00:00;22.6;20.6;81;914.2;9;2;0;
83587;03/04/2005 12:00;23.9;20.4;72;914.2;9;2.1;1;
83587;03/04/2005 18:00;28.7;22.2;54;912.5;5;1.5;1;
83587;04/04/2005 00:00;23.5;20.6;75;913.6;9;1.1;0;
83587;04/04/2005 12:00;24.5;21.2;72;916.3;5;1;4;
83587;04/04/2005 18:00;29.5;23.6;59;912.9;32;1.3;5;
83587;05/04/2005 00:00;24.9;21;70;914.5;9;0.3;2;
83587;05/04/2005 12:00;26.3;22.8;72;916.4;14;1.3;2;
83587;05/04/2005 18:00;29.9;24.2;62;913.8;5;1;4;
83587;06/04/2005 00:00;25.1;21.6;71;916.2;9;2;0;
83587;06/04/2005 12:00;25.6;21.6;68;917.6;9;2.3;1;
83587;06/04/2005 18:00;28.7;23.1;60;914.7;32;1.1;5;
83587;07/04/2005 00:00;24;21.2;76;915.7;14;1.1;4;
83587;07/04/2005 12:00;23.5;20.8;76;916;14;2;3;
83587;07/04/2005 18:00;26.9;21.9;63;912.9;5;1.1;6;
83587;08/04/2005 00:00;23.4;20.9;79;914.7;5;1.6;0;
83587;08/04/2005 12:00;24.7;21.6;75;915.4;9;1.6;0;
83587;08/04/2005 18:00;28.1;23.2;64;913.6;5;1.3;7;
83587;09/04/2005 00:00;24.3;21.6;78;914.5;9;0.7;0;
83587;09/04/2005 12:00;25.2;21.2;68;914.9;14;2.1;1;
83587;09/04/2005 18:00;29.5;23;55;912.7;9;2.1;1;
83587;10/04/2005 00:00;23.9;20.6;74;914.2;9;2.6;0;
83587;10/04/2005 12:00;23.5;21.3;80;915.7;14;2.5;2;
83587;10/04/2005 18:00;27.5;21.8;58;913.1;14;2;4;
83587;11/04/2005 00:00;23.7;20.2;71;913.6;9;1.8;0;
83587;11/04/2005 12:00;23.3;20.2;74;914.9;9;2.6;5;
83587;11/04/2005 18:00;27.7;22.2;61;912.9;14;2.3;4;
83587;12/04/2005 00:00;23.4;20.2;74;914.2;14;1;0;
83587;12/04/2005 12:00;23.9;20.4;72;915;9;2.8;1;
83587;12/04/2005 18:00;28.7;22.3;55;913.2;5;2.1;1;
83587;13/04/2005 00:00;23.7;20.6;74;915.1;9;2.6;1;
83587;13/04/2005 12:00;24.3;20.6;70;915.9;14;2;1;
83587;13/04/2005 18:00;28.5;22;56;913.4;27;0.3;5;
83587;14/04/2005 00:00;23.3;19.8;71;914.4;9;0.3;0;
83587;14/04/2005 12:00;22.5;19.8;75;915.9;9;3.1;8;
83587;14/04/2005 18:00;26.5;21.2;61;913.5;9;1.3;8;
83587;15/04/2005 00:00;23.1;19.6;70;914.2;9;2.5;0;
83587;15/04/2005 12:00;23.9;20.2;71;915.5;14;1.3;5;
83587;15/04/2005 18:00;27.7;22.8;65;914;9;1.6;6;
83587;16/04/2005 00:00;23.3;20.2;74;914.4;9;1.3;0;
83587;16/04/2005 12:00;23.6;19.6;67;915.3;14;1.3;2;
83587;16/04/2005 18:00;27.5;21.8;58;912.7;14;2;2;
83587;17/04/2005 00:00;23.5;20.3;72;913.7;9;1;0;
83587;17/04/2005 12:00;24;24;98;914.9;9;1.3;0;
83587;17/04/2005 18:00;21.2;21.2;97;914.1;9;2.6;8;
83587;18/04/2005 00:00;22.2;22.2;98;914.4;0;0;0;
83587;18/04/2005 12:00;23.1;20.3;75;914.6;9;2.3;5;
83587;18/04/2005 18:00;27.3;21.3;56;912.5;9;2.6;7;
83587;19/04/2005 00:00;23.7;19.9;69;912.8;9;2.5;4;
83587;19/04/2005 12:00;23;20;73;914.7;14;1.8;7;
83587;19/04/2005 18:00;25.8;21.1;64;912;14;2.3;6;
83587;20/04/2005 00:00;22.7;19.5;72;912.5;14;2;0;
83587;20/04/2005 12:00;24.2;21.2;75;914.3;0;0;6;
83587;20/04/2005 18:00;27.8;22.8;64;912.1;23;0.8;9;
83587;21/04/2005 00:00;22.9;20.6;81;912.9;9;0.8;3;
83587;21/04/2005 12:00;24.4;21.5;77;913.6;9;2;4;
83587;21/04/2005 18:00;28.9;23.2;60;909.8;27;1.1;6;
83587;22/04/2005 00:00;23.7;21;77;925;14;1.3;8;
83587;22/04/2005 12:00;24.9;21.6;74;912.3;36;0.5;1;
83587;22/04/2005 18:00;29.7;22.8;54;911;23;2;5;
83587;23/04/2005 00:00;21.9;20.2;85;911.9;14;1;2;
83587;23/04/2005 12:00;23.2;20.6;78;914.2;32;1.3;6;
83587;23/04/2005 18:00;26.9;22.4;66;910.5;23;0.8;9;
83587;24/04/2005 00:00;23.3;21.1;81;912;27;1;7;
83587;24/04/2005 12:00;23.8;20.8;75;914;9;2.1;2;
83587;24/04/2005 18:00;27.7;22;59;910.7;5;1.3;4;
83587;25/04/2005 00:00;23.3;20.6;77;911.6;9;1.3;0;
83587;25/04/2005 12:00;22.6;20;77;913.5;5;1.5;8;
83587;25/04/2005 18:00;27.2;22.2;64;910.3;32;1;7;
83587;26/04/2005 00:00;23.1;21;81;911.8;5;0.3;8;
83587;26/04/2005 12:00;22.4;20.6;84;912.2;27;0.7;10;
83587;26/04/2005 18:00;19.7;19;92;910.5;32;2.5;10;
83587;27/04/2005 00:00;18.4;17.1;86;912.1;14;2.3;8;
83587;27/04/2005 12:00;18.1;15.5;74;914;9;2.6;10;
83587;27/04/2005 18:00;18.9;16.6;77;912.9;14;2.1;10;
83587;28/04/2005 00:00;17.7;16;82;914;9;1.5;10;
83587;28/04/2005 12:00;19.1;17.4;83;915;14;2;7;
83587;28/04/2005 18:00;21.9;19.4;78;912.1;5;2.1;9;
83587;29/04/2005 00:00;19.7;18.1;84;913.8;5;2.6;3;
83587;29/04/2005 12:00;19.2;18.4;92;916.3;5;0.3;10;
83587;29/04/2005 18:00;25.6;20.8;62;914.4;27;1;7;
83587;30/04/2005 00:00;21.9;20.2;85;915.1;9;1.3;3;
83587;30/04/2005 12:00;18.6;18.1;93;915.3;32;0.1;10;
83587;30/04/2005 18:00;24.2;20.9;73;913.3;32;1.6;9;
83587;01/05/2005 00:00;21.1;20;90;914.2;32;0.5;4;
83587;01/05/2005 12:00;19.1;15.9;70;915.4;5;2;3;
83587;01/05/2005 18:00;23.5;19.2;64;913.8;14;1.8;4;
83587;02/05/2005 00:00;17.1;14.6;74;915.3;14;2;2;
83587;02/05/2005 12:00;18.5;15.2;69;916.4;14;1.6;0;
83587;02/05/2005 18:00;22.5;18.2;63;914.9;14;0.8;7;
83587;03/05/2005 00:00;17.7;15.6;78;916.1;14;1.6;4;
83587;03/05/2005 12:00;18.7;14.9;64;917.2;9;3.3;0;
83587;03/05/2005 18:00;22.3;15.7;47;915.4;5;1.6;4;
83587;04/05/2005 00:00;17.7;13.8;62;916.9;14;0.8;0;
83587;04/05/2005 12:00;18.8;14.8;63;920.1;5;0.5;0;
83587;04/05/2005 18:00;23.4;16.2;45;916.4;5;2.1;4;
83587;05/05/2005 00:00;17.5;14.7;72;917.5;14;0.3;0;
83587;05/05/2005 12:00;19.3;14.6;57;919.3;14;2;0;
83587;05/05/2005 18:00;23.3;17.3;53;915.9;14;0.8;6;
83587;06/05/2005 00:00;19.3;16;69;917;14;1.3;6;
83587;06/05/2005 12:00;20.5;16.6;65;917.7;9;2;1;
83587;06/05/2005 18:00;23.3;17.4;54;915.1;32;2.8;4;
83587;07/05/2005 00:00;18.9;16.2;73;915.8;9;1.6;0;
83587;07/05/2005 12:00;20.5;16.8;66;917.1;9;0.7;1;
83587;07/05/2005 18:00;25.9;18.2;45;913.9;5;2;4;
83587;08/05/2005 00:00;20.7;17.6;72;915.4;9;1.8;4;
83587;08/05/2005 12:00;20;17;71;917.1;14;1.6;4;
83587;08/05/2005 18:00;23.9;17.2;49;915.1;14;1.3;4;
83587;09/05/2005 00:00;20.2;17.2;72;917.1;14;1.6;0;
83587;09/05/2005 12:00;20.7;17.4;71;919.1;9;1.6;9;
83587;09/05/2005 18:00;24.3;18.8;57;916.3;5;2.6;7;
83587;10/05/2005 00:00;20.4;17.8;75;917.1;14;1.3;0;
83587;10/05/2005 12:00;20.8;17.8;72;917.6;9;2;7;
83587;10/05/2005 18:00;23;18.6;63;915.1;14;2.8;9;
83587;11/05/2005 00:00;21.1;18.2;74;914.7;5;2;5;
83587;11/05/2005 12:00;21.2;18.4;74;917.9;9;1.6;7;
83587;11/05/2005 18:00;25.9;19.7;55;915.2;14;2.3;2;
83587;12/05/2005 00:00;21.1;17.4;68;915.9;9;1;0;
83587;12/05/2005 12:00;22.9;18.6;65;917.1;9;2.5;3;
83587;12/05/2005 18:00;25.6;20;57;913.7;14;2.1;5;
83587;13/05/2005 00:00;21.9;18.4;70;916.1;9;2.3;0;
83587;13/05/2005 12:00;21.6;17.4;65;917.9;9;3.1;1;
83587;13/05/2005 18:00;24.7;18.8;55;914.9;9;3.5;4;
83587;14/05/2005 00:00;21.2;17.3;65;916.2;9;2.8;2;
83587;14/05/2005 12:00;20.8;17.4;69;916.7;9;2.5;4;
83587;14/05/2005 18:00;23.1;18.2;60;914.3;9;2.3;3;
83587;15/05/2005 00:00;20.3;17;70;915.3;9;1;0;
83587;15/05/2005 12:00;20.7;17.4;71;915.7;9;2.8;2;
83587;15/05/2005 18:00;24.5;18;50;914.1;5;2.1;2;
83587;16/05/2005 00:00;20.7;17.6;72;914.7;9;0.7;0;
83587;16/05/2005 12:00;20;17.6;76;914.9;9;0.7;9;
83587;16/05/2005 18:00;24.9;19.1;56;912.3;5;0.8;5;
83587;17/05/2005 00:00;21.3;18.2;72;913.3;9;1.5;0;
83587;17/05/2005 12:00;22.3;18.8;70;913.8;9;0.5;6;
83587;17/05/2005 18:00;26.5;19.4;49;911.5;5;1.6;6;
83587;18/05/2005 00:00;22.1;19.1;73;912.5;9;0.8;2;
83587;18/05/2005 12:00;22.3;18.6;68;913.1;9;2.3;1;
83587;18/05/2005 18:00;26.1;19.5;51;909.5;36;1.8;4;
83587;19/05/2005 00:00;21.5;18.3;72;910.9;9;0.5;0;
83587;19/05/2005 12:00;23.3;18.8;64;913;5;0.8;2;
83587;19/05/2005 18:00;28.5;20.6;47;909.1;23;2;5;
83587;20/05/2005 00:00;22.1;18.9;71;910.7;18;0.3;0;
83587;20/05/2005 12:00;23.2;19.2;67;912.3;9;1.3;0;
83587;20/05/2005 18:00;28.4;19.6;42;909;27;1.6;5;
83587;21/05/2005 00:00;23.2;19.2;67;910.4;18;0.3;0;
83587;21/05/2005 12:00;23.4;19.1;66;911.9;5;0.3;3;
83587;21/05/2005 18:00;27.5;18.9;41;909;27;2.6;5;
83587;22/05/2005 00:00;23.5;18.8;61;909.9;27;0.5;0;
83587;22/05/2005 12:00;21.7;18.2;69;910.8;9;0.3;8;
83587;22/05/2005 18:00;24.1;18.6;57;910.1;23;1.3;10;
83587;23/05/2005 00:00;21.7;18.6;72;910.8;14;0.7;10;
83587;23/05/2005 12:00;19.4;18.6;91;912.1;18;0.5;10;
83587;23/05/2005 18:00;21.3;18.8;77;910.2;9;0.7;10;
83587;24/05/2005 00:00;19.2;17.7;86;911.3;0;0;8;
83587;24/05/2005 12:00;19.7;18;82;912.8;14;1.1;10;
83587;24/05/2005 18:00;22.3;19.6;76;909.5;9;1.1;9;
83587;25/05/2005 00:00;20.3;18.7;85;910;9;1.3;0;
83587;25/05/2005 12:00;21.7;18.8;74;911.8;32;1.6;7;
83587;25/05/2005 18:00;19.3;18.1;87;909.5;23;1.3;10;
83587;26/05/2005 00:00;16.9;16.2;92;911.5;36;0.5;8;
83587;26/05/2005 12:00;17.5;16.4;89;915.6;27;0.7;10;
83587;26/05/2005 18:00;21.9;17.8;65;915.3;32;0.8;9;
83587;27/05/2005 00:00;18.5;16.6;81;916.4;9;0.7;7;
83587;27/05/2005 12:00;18.2;15;70;918.7;9;2.3;5;
83587;27/05/2005 18:00;22.9;17.2;55;917.2;9;2;2;
83587;28/05/2005 00:00;18.1;15.8;77;918.5;9;2.1;0;
83587;28/05/2005 12:00;17.9;14.4;65;919.5;9;2.1;7;
83587;28/05/2005 18:00;20.1;15.1;56;917.8;5;2;3;
83587;29/05/2005 00:00;18.3;15;68;918.5;5;1.3;2;
83587;29/05/2005 12:00;18.3;15.6;73;919.6;14;1.6;10;
83587;29/05/2005 18:00;23.3;18.6;62;918;5;1.6;7;
83587;30/05/2005 00:00;20.2;17.6;76;918.9;0;0;7;
83587;30/05/2005 12:00;19.3;15.8;67;920.9;14;2.3;7;
83587;30/05/2005 18:00;21.1;18;72;918.9;14;1.6;6;
83587;31/05/2005 00:00;18.3;16.6;82;920.4;5;1.6;6;
83587;31/05/2005 12:00;19.9;17;73;919.8;14;2;5;
83587;31/05/2005 18:00;21.5;18.2;71;918.2;14;2.8;7;
83587;01/06/2005 00:00;19.1;17;79;919;5;0.5;5;
83587;01/06/2005 12:00;19.2;16;71;919.8;14;1.6;7;
83587;01/06/2005 18:00;21.8;17.8;66;917.9;14;2;10;
83587;02/06/2005 00:00;20.3;16.6;67;919;9;1.6;8;
83587;02/06/2005 12:00;18.1;15.4;74;919.4;9;1.5;10;
83587;02/06/2005 18:00;19.5;16.5;72;917.1;9;3;9;
83587;03/06/2005 00:00;18.3;16.1;80;917.8;9;1.6;3;
83587;03/06/2005 12:00;19.3;16.3;73;919.5;5;0.5;2;
83587;03/06/2005 18:00;22.7;18.1;62;917.4;5;3.5;8;
83587;04/06/2005 00:00;19.7;17.4;80;919;5;2;7;
83587;04/06/2005 12:00;19.2;15.6;67;920.1;14;2;2;
83587;04/06/2005 18:00;21.5;16.8;60;918.5;5;2.5;6;
83587;05/06/2005 00:00;18.9;15.6;70;919.2;9;0.8;0;
83587;05/06/2005 12:00;19.5;15.9;67;920.4;9;2.3;7;
83587;05/06/2005 18:00;22.8;17.1;55;917.9;9;2.8;3;
83587;06/06/2005 00:00;19.1;16.1;72;919.2;14;1.3;0;
83587;06/06/2005 12:00;18.1;16.1;80;919;14;1;10;
83587;06/06/2005 18:00;21.5;16.8;60;917.3;5;1.8;6;
83587;07/06/2005 00:00;18.5;16;76;916.9;14;1.5;3;
83587;07/06/2005 12:00;18.4;15.8;75;;9;1.6;7;
83587;07/06/2005 18:00;21.1;17.1;66;915.6;9;2.6;8;
83587;08/06/2005 00:00;18.3;15.5;74;916.8;0;0;2;
83587;08/06/2005 12:00;19.8;15.9;65;918.9;9;1.6;0;
83587;08/06/2005 18:00;22.8;16.3;49;916.5;5;0.5;5;
83587;09/06/2005 00:00;19.3;15.5;66;918.1;9;2.3;0;
83587;09/06/2005 12:00;19.5;15.2;62;919.3;5;3;1;
83587;09/06/2005 18:00;22.7;15.9;47;916.8;5;2;3;
83587;10/06/2005 00:00;18.5;14.1;60;918;14;2;0;
83587;10/06/2005 12:00;18.4;16.2;78;918.2;9;2.1;0;
83587;10/06/2005 18:00;22.9;16.5;50;915.4;5;1.6;6;
83587;11/06/2005 00:00;18.7;15.5;70;916.2;9;1.6;0;
83587;11/06/2005 12:00;18.5;14.8;66;917.5;9;3.3;1;
83587;11/06/2005 18:00;22.3;16.3;52;914.8;5;1.5;3;
83587;12/06/2005 00:00;18.5;15.5;72;916.5;9;2.3;2;
83587;12/06/2005 12:00;18.5;14.9;66;918.2;9;3.5;1;
83587;12/06/2005 18:00;22.5;16.4;52;913.9;5;1.5;2;
83587;13/06/2005 00:00;19.3;15.7;68;916;9;1.5;0;
83587;13/06/2005 12:00;19.1;15.3;65;917.5;9;1;7;
83587;13/06/2005 18:00;23.4;18.1;59;914.2;14;1.6;6;
83587;14/06/2005 00:00;19.5;15.3;62;915.6;9;2;0;
83587;14/06/2005 12:00;20.3;15.9;62;918;9;2.1;3;
83587;14/06/2005 18:00;23.9;16.3;43;915.2;9;2;3;
83587;15/06/2005 00:00;19.8;16.3;68;917.1;9;2.1;0;
83587;15/06/2005 12:00;20.2;15.9;62;918;9;1.6;1;
83587;15/06/2005 18:00;22.5;17.3;59;916.1;5;2;7;
83587;16/06/2005 00:00;19.9;16.5;70;917.1;5;2;2;
83587;16/06/2005 12:00;19.4;16.1;69;917.4;9;1.3;4;
83587;16/06/2005 18:00;24.3;18.6;56;913.9;9;1;6;
83587;17/06/2005 00:00;19.3;16;70;915.1;9;0.3;3;
83587;17/06/2005 12:00;21.8;17.4;63;915.7;5;1.3;0;
83587;17/06/2005 18:00;26.6;17.9;40;911.9;23;2;4;
83587;18/06/2005 00:00;20.1;16.1;64;913.8;18;0.5;0;
83587;18/06/2005 12:00;21.7;16.5;58;914.2;9;1.3;3;
83587;18/06/2005 18:00;26.7;17.3;37;910.3;23;2;4;
83587;19/06/2005 00:00;21;16.3;60;911.2;9;1.6;3;
83587;19/06/2005 12:00;17.5;15.8;83;914.2;27;1.6;8;
83587;19/06/2005 18:00;24.1;17.7;51;911.4;23;2;5;
83587;20/06/2005 00:00;18.9;16.5;78;913.3;0;0;0;
83587;20/06/2005 12:00;20.1;17.8;78;914.8;27;2;1;
83587;20/06/2005 18:00;26.5;17.7;40;911.1;23;2.6;4;
83587;21/06/2005 00:00;22.1;17.9;66;913.2;14;0.5;8;
83587;21/06/2005 12:00;19.3;16.1;71;916.2;23;1.6;8;
83587;21/06/2005 18:00;23.1;17.5;55;914.8;14;1.5;7;
83587;22/06/2005 00:00;17.9;15.2;74;916.5;14;2;8;
83587;22/06/2005 12:00;16.7;13.9;73;918.1;14;3.3;10;
83587;22/06/2005 18:00;19.2;14.9;61;917.8;14;2.6;10;
83587;23/06/2005 00:00;15.8;13.8;80;919.4;14;1.6;7;
83587;23/06/2005 12:00;15.7;13.1;73;919.7;14;3.3;10;
83587;23/06/2005 18:00;19.7;15;59;917.6;5;1;10;
83587;24/06/2005 00:00;16.5;13.7;72;918.3;9;2;6;
83587;24/06/2005 12:00;17.7;13.9;64;918.4;5;1.8;1;
83587;24/06/2005 18:00;23.5;15.3;39;915.5;14;0.8;2;
83587;25/06/2005 00:00;17.9;14.3;66;917.2;14;0.7;2;
83587;25/06/2005 12:00;18.5;13.8;57;918;36;0.8;0;
83587;25/06/2005 18:00;22.7;15.2;42;915.2;9;1.6;4;
83587;26/06/2005 00:00;17.5;13.9;66;916.7;5;0.7;0;
83587;26/06/2005 12:00;17.5;14.2;68;917.5;9;2.3;1;
83587;26/06/2005 18:00;23.1;15.4;41;914.9;32;1;1;
83587;27/06/2005 00:00;17.7;14.5;69;916.1;9;1;0;
83587;27/06/2005 12:00;18.5;14.8;66;917.2;9;1.8;2;
83587;27/06/2005 18:00;23.9;17.1;49;914.1;5;1.3;4;
83587;28/06/2005 00:00;19.3;16.1;71;916;9;2;3;
83587;28/06/2005 12:00;19.9;17;74;918.8;9;1.6;6;
83587;28/06/2005 18:00;23.5;20.2;74;916.3;14;0.8;10;
83587;29/06/2005 00:00;20.1;17.1;72;917.6;9;2;0;
83587;29/06/2005 12:00;20;16.7;71;918.4;9;2.8;4;
83587;29/06/2005 18:00;22.5;17.3;59;915.9;14;1.5;9;
83587;30/06/2005 00:00;18.9;16.6;79;917.7;9;1;1;
83587;30/06/2005 12:00;19.9;16.4;69;918.7;9;0.7;3;
83587;30/06/2005 18:00;26.1;18.5;47;915.2;27;0.8;2;
83587;01/07/2005 00:00;19.7;16.7;73;916.2;0;0;0;
83587;01/07/2005 12:00;21.5;16.7;60;916.8;14;1;4;
83587;01/07/2005 18:00;25.2;18.5;50;915.4;5;2;4;
83587;02/07/2005 00:00;20.7;17.1;69;916.2;9;2.3;0;
83587;02/07/2005 12:00;20.1;16.5;67;918.9;5;1.5;1;
83587;02/07/2005 18:00;24.5;16.5;42;915.5;9;1;1;
83587;03/07/2005 00:00;19.7;15.3;62;917.7;5;1.1;0;
83587;03/07/2005 12:00;19.9;15;57;918.6;9;1.5;0;
83587;03/07/2005 18:00;24.9;14.9;30;916;5;1;0;
83587;04/07/2005 00:00;19.3;13.9;53;916.8;5;1.3;0;
83587;04/07/2005 12:00;19;15.1;64;917.3;0;0;0;
83587;04/07/2005 18:00;25.1;18.5;50;913.5;32;1.6;0;
83587;05/07/2005 00:00;19.2;14.5;58;914.7;0;0;0;
83587;05/07/2005 12:00;20.2;15.3;57;916.4;5;1;0;
83587;05/07/2005 18:00;24.9;15.3;33;913.9;23;1.8;1;
83587;06/07/2005 00:00;19.3;14.5;58;915.5;0;0;0;
83587;06/07/2005 12:00;20.9;15.3;53;918.1;14;1.1;0;
83587;06/07/2005 18:00;25.1;16.3;37;916.2;23;0.7;4;
83587;07/07/2005 00:00;20.8;16.1;60;918.2;9;2;2;
83587;07/07/2005 12:00;18.3;16.1;80;919.9;14;1.3;9;
83587;07/07/2005 18:00;17.5;14.6;72;918.7;23;2;10;
83587;08/07/2005 00:00;14.2;11.3;69;920;23;3.3;7;
83587;08/07/2005 12:00;14.2;10.9;65;921.7;14;4.3;9;
83587;08/07/2005 18:00;18.1;12.7;51;921;14;2.3;4;
83587;09/07/2005 00:00;13.9;10.8;67;922;14;4.1;1;
83587;09/07/2005 12:00;14.2;9.3;49;924.2;5;2;0;
